1.09,147
1.11,146
1.3,145
1.46,142
1.47,141
2.01,140
2.11,138
2.21,137
2.32,136
2.44,131
2.47,130
2.48,127
2.49,124
2.57,123
2.63,121
2.65,119
2.73,117
2.74,115
2.9,114
3.07,113
3.22,112
3.31,109
3.32,105
3.33,97
3.47,96
3.53,93
3.54,92
3.6,90
3.65,89
3.72,87
3.74,84
4.05,77
4.08,76
4.09,75
4.46,69
4.69,68
4.9,67
4.93,62
5.3,61
5.57,57
5.61,45
6.12,44
6.33,43
6.68,41
6.71,34
8.84,4
8.87,3
11.64,2
13.39,1
